COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Venezuela (Bolivarian Republic of),Convention on the Elimination of All Forms of Discrimination against Women,CEDAW,17 Jul 1980,02 May 1983
Viet Nam,Convention on the Elimination of All Forms of Discrimination against Women,CEDAW,29 Jul 1980,17 Feb 1982
Yemen,Convention on the Elimination of All Forms of Discrimination against Women,CEDAW,,30 May 1984 (a)
Zambia,Convention on the Elimination of All Forms of Discrimination against Women,CEDAW,17 Jul 1980,21 Jun 1985
Zimbabwe,Convention on the Elimination of All Forms of Discrimination against Women,CEDAW,,13 May 1991 (a)
Afghanistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,06 Jul 1983 (a)
Albania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 May 1994 (a)
Algeria,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,09 Dec 1966,14 Feb 1972
Andorra,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,05 Aug 2002,22 Sep 2006
Angola,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,24 Sep 2013,02 Oct 2019
Antigua and Barbuda,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,25 Oct 1988 (d)
Argentina,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Jul 1967,02 Oct 1968
Armenia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,23 Jun 1993 (a)
Australia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Oct 1966,30 Sep 1975
Austria,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,22 Jul 1969,09 May 1972
Azerbaijan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Aug 1996 (a)
Bahamas,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,05 Aug 1975 (d)
Bahrain,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Mar 1990 (a)
Bangladesh,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jun 1979 (a)
Barbados,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,08 Nov 1972 (a)
Belarus,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,08 Apr 1969
Belgium,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,17 Aug 1967,07 Aug 1975
Belize,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,06 Sep 2000,14 Nov 2001
Benin,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,02 Feb 1967,30 Nov 2001
Bhutan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,26 Mar 1973,
Bolivia (Plurinational State of),International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Jun 1966,22 Sep 1970
Bosnia and Herzegovina,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Jul 1993 (d)
Botswana,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,20 Feb 1974 (a)
Brazil,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,27 Mar 1968
Brunei Darussalam,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Bulgaria,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,01 Jun 1966,08 Aug 1966
Burkina Faso,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Jul 1974 (a)
Burundi,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,01 Feb 1967,27 Oct 1977
Cabo Verde,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,03 Oct 1979 (a)
Cambodia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Apr 1966,28 Nov 1983
Cameroon,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Dec 1966,24 Jun 1971
Canada,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,24 Aug 1966,14 Oct 1970
Central African Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,16 Mar 1971
Chad,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,17 Aug 1977 (a)
Chile,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,03 Oct 1966,20 Oct 1971
China,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,29 Dec 1981 (a)
Colombia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,23 Mar 1967,02 Sep 1981
Comoros,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,22 Sep 2000,27 Sep 2004
Congo,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jul 1988 (a)
Cook Islands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Costa Rica,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Mar 1966,16 Jan 1967
CГґte d'Ivoire,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,04 Jan 1973 (a)
Croatia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,12 Oct 1992 (d)
Cuba,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Jun 1966,15 Feb 1972
Cyprus,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Dec 1966,21 Apr 1967
Czech Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,22 Feb 1993 (d)
Democratic People's Republic of Korea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Democratic Republic of the Congo,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Apr 1976 (a)
Denmark,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Jun 1966,09 Dec 1971
Djibouti,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Jun 2006,30 Sep 2011
Dominica,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 May 2019 (a)
Dominican Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,25 May 1983 (a)
Ecuador,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,22 Sep 1966 (a)
Egypt,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,28 Sep 1966,01 May 1967
El Salvador,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 Nov 1979 (a)
Equatorial Guinea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,08 Oct 2002 (a)
Eritrea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,31 Jul 2001 (a)
Estonia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Oct 1991 (a)
Eswatini,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,07 Apr 1969 (a)
Ethiopia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,23 Jun 1976 (a)
Fiji,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jan 1973 (d)
Finland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,06 Oct 1966,14 Jul 1970
France,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 Jul 1971 (a)
Gabon,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,20 Sep 1966,29 Feb 1980
Gambia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,29 Dec 1978 (a)
Georgia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,02 Jun 1999 (a)
Germany,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,10 Feb 1967,27 Mar 1973 (a)
Ghana,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Sep 1966,08 Sep 1966
Greece,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,18 Jun 1970
Grenada,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,17 Dec 1981,10 May 2013
Guatemala,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Sep 1967,18 Jan 1983
Guinea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,24 Mar 1966,14 Mar 1977
Guinea-Bissau,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Sep 2000,01 Nov 2010
Guyana,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Dec 1968,15 Feb 1977
Haiti,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,30 Oct 1972,19 Dec 1972
Holy See,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Nov 1966,01 May 1969
Honduras,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,10 Oct 2002 (a)
Hungary,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,15 Sep 1966,04 May 1967
Iceland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Nov 1966,13 Mar 1967
India,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,02 Mar 1967,03 Dec 1968
Indonesia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,25 Jun 1999 (a)
Iran (Islamic Republic of),International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Mar 1967,29 Aug 1968
Iraq,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,18 Feb 1969,13 Feb 1970
Ireland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Mar 1968,29 Dec 2000
Israel,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,03 Jan 1979
Italy,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Mar 1968,05 Jan 1976
Jamaica,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Aug 1966,04 Jun 1971
Japan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Dec 1995 (a)
Jordan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 May 1974 (a)
Kazakhstan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,26 Aug 1998 (a)
Kenya,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 Sep 2001 (a)
Kiribati,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Kuwait,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Oct 1968 (a)
Kyrgyzstan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,05 Sep 1997 (a)
Lao People's Democratic Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,22 Feb 1974 (a)
Latvia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,14 Apr 1992 (a)
Lebanon,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,12 Nov 1971 (a)
Lesotho,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,04 Nov 1971 (a)
Liberia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,05 Nov 1976 (a)
Libya,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,03 Jul 1968 (a)
Liechtenstein,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,01 Mar 2000 (a)
Lithuania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Jun 1998,10 Dec 1998
Luxembourg,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Dec 1967,01 May 1978
Madagascar,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,18 Dec 1967,07 Feb 1969
Malawi,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jun 1996 (a)
Malaysia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Maldives,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,24 Apr 1984 (a)
Mali,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Jul 1974 (a)
Malta,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,05 Sep 1968,27 May 1971
Marshall Islands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Apr 2019 (a)
Mauritania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Dec 1966,13 Dec 1988
Mauritius,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 May 1972 (a)
Mexico,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,01 Nov 1966,20 Feb 1975
Micronesia (Federated States of),International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Monaco,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Sep 1995 (a)
Mongolia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,03 May 1966,06 Aug 1969
Montenegro,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,23 Oct 2006 (d)
Morocco,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,18 Sep 1967,18 Dec 1970
Mozambique,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Apr 1983 (a)
Myanmar,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Namibia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Nov 1982 (a)
Nauru,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Nov 2001,
Nepal,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 Jan 1971 (a)
Netherlands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,24 Oct 1966,10 Dec 1971
New Zealand,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,25 Oct 1966,22 Nov 1972
Nicaragua,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Feb 1978 (a)
Niger,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Mar 1966,27 Apr 1967
Nigeria,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Oct 1967 (a)
Niue,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
North Macedonia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Jan 1994 (d)
Norway,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Nov 1966,06 Aug 1970
Oman,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,02 Jan 2003 (a)
Pakistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,19 Sep 1966,21 Sep 1966
Palau,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,20 Sep 2011,
Panama,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Dec 1966,16 Aug 1967
Papua New Guinea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Jan 1982 (a)
Paraguay,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Sep 2000,18 Aug 2003
Peru,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,22 Jul 1966,29 Sep 1971
Philippines,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,15 Sep 1967
Poland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,05 Dec 1968
Portugal,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,24 Aug 1982 (a)
Qatar,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,22 Jul 1976 (a)
Republic of Korea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Aug 1978,05 Dec 1978
Republic of Moldova,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,26 Jan 1993 (a)
Romania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Sep 1970 (a)
Russian Federation,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,04 Feb 1969
Rwanda,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Apr 1975 (a)
Saint Kitts and Nevis,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 Oct 2006 (a)
Saint Lucia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,14 Feb 1990 (d)
Saint Vincent and the Grenadines,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,09 Nov 1981 (a)
Samoa,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
San Marino,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Dec 2001,12 Mar 2002
Sao Tome and Principe,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,06 Sep 2000,10 Jan 2017
Saudi Arabia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,23 Sep 1997 (a)
Senegal,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,22 Jul 1968,19 Apr 1972
Serbia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,12 Mar 2001 (d)
Seychelles,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,07 Mar 1978 (a)
Sierra Leone,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,17 Nov 1966,02 Aug 1967
Singapore,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,19 Oct 2015,27 Nov 2017
Slovakia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 May 1993 (d)
Slovenia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,06 Jul 1992 (d)
Solomon Islands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,17 Mar 1982 (d)
Somalia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,26 Jan 1967,26 Aug 1975
South Africa,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,03 Oct 1994,10 Dec 1998
South Sudan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Spain,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 Sep 1968 (a)
Sri Lanka,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Feb 1982 (a)
State of Palestine,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,02 Apr 2014 (a)
Sudan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Mar 1977 (a)
Suriname,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Mar 1984 (d)
Sweden,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,05 May 1966,06 Dec 1971
Switzerland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,29 Nov 1994 (a)
Syrian Arab Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Apr 1969 (a)
Tajikistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jan 1995 (a)
Thailand,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 Jan 2003 (a)
Timor-Leste,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Apr 2003 (a)
Togo,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,01 Sep 1972 (a)
Tonga,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Feb 1972 (a)
Trinidad and Tobago,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,09 Jun 1967,04 Oct 1973
Tunisia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Apr 1966,13 Jan 1967
TГјrkiye,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Oct 1972,16 Sep 2002
Turkmenistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,29 Sep 1994 (a)
Tuvalu,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Uganda,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Nov 1980 (a)
Ukraine,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,07 Mar 1969
United Arab Emirates,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,20 Jun 1974 (a)
United Kingdom of Great Britain and Northern Ireland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Oct 1966,07 Mar 1969
United Republic of Tanzania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Oct 1972 (a)
United States of America,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,28 Sep 1966,21 Oct 1994
Uruguay,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Feb 1967,30 Aug 1968
Uzbekistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 Sep 1995 (a)
Vanuatu,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Venezuela (Bolivarian Republic of),International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Apr 1967,10 Oct 1967
Viet Nam,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,09 Jun 1982 (a)
Yemen,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Oct 1972 (a)
Zambia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Oct 1968,04 Feb 1972
Zimbabwe,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 May 1991 (a)
Afghanistan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,24 Jan 1983 (a)
Albania,"International Covenant on Economic, Social and Cultural Rights",CESCR,,04 Oct 1991 (a)
Algeria,"International Covenant on Economic, Social and Cultural Rights",CESCR,10 Dec 1968,12 Sep 1989
Andorra,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Angola,"International Covenant on Economic, Social and Cultural Rights",CESCR,,10 Jan 1992 (a)
Antigua and Barbuda,"International Covenant on Economic, Social and Cultural Rights",CESCR,,03 Jul 2019 (a)
Argentina,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Feb 1968,08 Aug 1986
Armenia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,13 Sep 1993 (a)
Australia,"International Covenant on Economic, Social and Cultural Rights",CESCR,18 Dec 1972,10 Dec 1975
Austria,"International Covenant on Economic, Social and Cultural Rights",CESCR,10 Dec 1973,10 Sep 1978
Azerbaijan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,13 Aug 1992 (a)
Bahamas,"International Covenant on Economic, Social and Cultural Rights",CESCR,04 Dec 2008,23 Dec 2008
Bahrain,"International Covenant on Economic, Social and Cultural Rights",CESCR,,27 Sep 2007 (a)
Bangladesh,"International Covenant on Economic, Social and Cultural Rights",CESCR,,05 Oct 1998 (a)
Barbados,"International Covenant on Economic, Social and Cultural Rights",CESCR,,05 Jan 1973 (a)
Belarus,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Mar 1968,12 Nov 1973
Belgium,"International Covenant on Economic, Social and Cultural Rights",CESCR,10 Dec 1968,21 Apr 1983
Belize,"International Covenant on Economic, Social and Cultural Rights",CESCR,06 Sep 2000,09 Mar 2015
Benin,"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Mar 1992 (a)
Bhutan,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Bolivia (Plurinational State of),"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Aug 1982 (a)
Bosnia and Herzegovina,"International Covenant on Economic, Social and Cultural Rights",CESCR,,01 Sep 1993 (d)
Botswana,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Brazil,"International Covenant on Economic, Social and Cultural Rights",CESCR,,24 Jan 1992 (a)
Brunei Darussalam,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Bulgaria,"International Covenant on Economic, Social and Cultural Rights",CESCR,08 Oct 1968,21 Sep 1970
Burkina Faso,"International Covenant on Economic, Social and Cultural Rights",CESCR,,04 Jan 1999 (a)
Burundi,"International Covenant on Economic, Social and Cultural Rights",CESCR,,09 May 1990 (a)
Cabo Verde,"International Covenant on Economic, Social and Cultural Rights",CESCR,,06 Aug 1993 (a)
Cambodia,"International Covenant on Economic, Social and Cultural Rights",CESCR,17 Oct 1980,26 May 1992
Cameroon,"International Covenant on Economic, Social and Cultural Rights",CESCR,,27 Jun 1984 (a)
Canada,"International Covenant on Economic, Social and Cultural Rights",CESCR,,19 May 1976 (a)
Central African Republic,"International Covenant on Economic, Social and Cultural Rights",CESCR,,08 May 1981 (a)
Chad,"International Covenant on Economic, Social and Cultural Rights",CESCR,,09 Jun 1995 (a)
Chile,"International Covenant on Economic, Social and Cultural Rights",CESCR,16 Sep 1969,10 Feb 1972
China,"International Covenant on Economic, Social and Cultural Rights",CESCR,27 Oct 1997,27 Mar 2001
Colombia,"International Covenant on Economic, Social and Cultural Rights",CESCR,21 Dec 1966,29 Oct 1969
Comoros,"International Covenant on Economic, Social and Cultural Rights",CESCR,25 Sep 2008,
Congo,"International Covenant on Economic, Social and Cultural Rights",CESCR,,05 Oct 1983 (a)
Cook Islands,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Costa Rica,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Dec 1966,29 Nov 1968
CГґte d'Ivoire,"International Covenant on Economic, Social and Cultural Rights",CESCR,,26 Mar 1992 (a)
Croatia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,12 Oct 1992 (d)
Cuba,"International Covenant on Economic, Social and Cultural Rights",CESCR,28 Feb 2008,
Cyprus,"International Covenant on Economic, Social and Cultural Rights",CESCR,09 Jan 1967,02 Apr 1969
Czech Republic,"International Covenant on Economic, Social and Cultural Rights",CESCR,,22 Feb 1993 (d)
Democratic People's Republic of Korea,"International Covenant on Economic, Social and Cultural Rights",CESCR,,14 Sep 1981 (a)
Democratic Republic of the Congo,"International Covenant on Economic, Social and Cultural Rights",CESCR,,01 Nov 1976 (a)
Denmark,"International Covenant on Economic, Social and Cultural Rights",CESCR,20 Mar 1968,06 Jan 1972
Djibouti,"International Covenant on Economic, Social and Cultural Rights",CESCR,,05 Nov 2002 (a)
Dominica,"International Covenant on Economic, Social and Cultural Rights",CESCR,,17 Jun 1993 (a)
Dominican Republic,"International Covenant on Economic, Social and Cultural Rights",CESCR,,04 Jan 1978 (a)
Ecuador,"International Covenant on Economic, Social and Cultural Rights",CESCR,29 Sep 1967,06 Mar 1969
Egypt,"International Covenant on Economic, Social and Cultural Rights",CESCR,04 Aug 1967,14 Jan 1982
El Salvador,"International Covenant on Economic, Social and Cultural Rights",CESCR,21 Sep 1967,30 Nov 1979
Equatorial Guinea,"International Covenant on Economic, Social and Cultural Rights",CESCR,,25 Sep 1987 (a)
Eritrea,"International Covenant on Economic, Social and Cultural Rights",CESCR,,17 Apr 2001 (a)
Estonia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 Oct 1991 (a)
Eswatini,"International Covenant on Economic, Social and Cultural Rights",CESCR,,26 Mar 2004 (a)
Ethiopia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,11 Jun 1993 (a)
Fiji,"International Covenant on Economic, Social and Cultural Rights",CESCR,,16 Aug 2018 (a)
Finland,"International Covenant on Economic, Social and Cultural Rights",CESCR,11 Oct 1967,19 Aug 1975
France,"International Covenant on Economic, Social and Cultural Rights",CESCR,,04 Nov 1980 (a)
Gabon,"International Covenant on Economic, Social and Cultural Rights",CESCR,,21 Jan 1983 (a)
Gambia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,29 Dec 1978 (a)
Georgia,"International Covenant on Economic, Social and Cultural Rights",CESCR,,03 May 1994 (a)
Germany,"International Covenant on Economic, Social and Cultural Rights",CESCR,09 Oct 1968,17 Dec 1973
Ghana,"International Covenant on Economic, Social and Cultural Rights",CESCR,07 Sep 2000,07 Sep 2000
Greece,"International Covenant on Economic, Social and Cultural Rights",CESCR,,16 May 1985 (a)
Grenada,"International Covenant on Economic, Social and Cultural Rights",CESCR,,06 Sep 1991 (a)
Guatemala,"International Covenant on Economic, Social and Cultural Rights",CESCR,,19 May 1988 (a)
Guinea,"International Covenant on Economic, Social and Cultural Rights",CESCR,28 Feb 1967,24 Jan 1978
Guinea-Bissau,"International Covenant on Economic, Social and Cultural Rights",CESCR,,02 Jul 1992 (a)
Guyana,"International Covenant on Economic, Social and Cultural Rights",CESCR,22 Aug 1968,15 Feb 1977
Haiti,"International Covenant on Economic, Social and Cultural Rights",CESCR,,08 Oct 2013 (a)
Holy See,"International Covenant on Economic, Social and Cultural Rights",CESCR,,
Honduras,"International Covenant on Economic, Social and Cultural Rights",CESCR,19 Dec 1966,17 Feb 1981
Hungary,"International Covenant on Economic, Social and Cultural Rights",CESCR,25 Mar 1969,17 Jan 1974
Iceland,"International Covenant on Economic, Social and Cultural Rights",CESCR,30 Dec 1968,22 Aug 1979
India,"International Covenant on Economic, Social and Cultural Rights",CESCR,,10 Apr 1979 (a)
